"concept_id","concept_name","concept_code","vocabulary_id","ingredient"
40846525,"Etanercept 50 MG/ML Injectable Solution [Enbrel] Box of 12","OMOP2044487","RxNorm Extension","etanercept"
40846526,"Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 24","OMOP2044488","RxNorm Extension","etanercept"
40846527,"Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 12","OMOP2044489","RxNorm Extension","etanercept"
40867502,"Etanercept 10 MG Injectable Solution","OMOP2065464","RxNorm Extension","etanercept"
40877675,"Etanercept 50 MG/ML Auto-Injector [Enbrel] Box of 12","OMOP2075637","RxNorm Extension","etanercept"
40886523,"Etanercept 25 MG Injectable Solution [Enbrel] Box of 4 by Kohlpharma","OMOP2084485","RxNorm Extension","etanercept"
40908679,"Etanercept 25 MG/ML Injectable Solution [Enbrel] Box of 24","OMOP2106641","RxNorm Extension","etanercept"
40908680,"Etanercept 50 MG/ML Auto-Injector [Benepali] Box of 12","OMOP2106642","RxNorm Extension","etanercept"
40917416,"Etanercept 25 MG Injectable Solution [Enbrel] Box of 4 by Emra-Med","OMOP2115378","RxNorm Extension","etanercept"
40917417,"Etanercept 25 MG Injectable Solution [Enbrel] Box of 4 by Docpharm","OMOP2115379","RxNorm Extension","etanercept"
40929711,"Etanercept 25 MG/ML Injectable Solution Box of 24","OMOP2127673","RxNorm Extension","etanercept"
40939950,"Etanercept 25 MG/ML Injectable Solution [Enbrel] Box of 4","OMOP2137912","RxNorm Extension","etanercept"
40961049,"Etanercept 25 MG/ML Injectable Solution Box of 8","OMOP2159011","RxNorm Extension","etanercept"
40961050,"Etanercept 25 MG/ML Injectable Solution Box of 4","OMOP2159012","RxNorm Extension","etanercept"
40961051,"Etanercept 50 MG/ML Injectable Solution Box of 12","OMOP2159013","RxNorm Extension","etanercept"
40988380,"Etanercept Auto-Injector [Benepali]","OMOP2186342","RxNorm Extension","etanercept"
40992294,"Etanercept 50 MG/ML Injectable Solution Box of 4","OMOP2190256","RxNorm Extension","etanercept"
41002330,"Etanercept 10 MG/ML Injectable Solution [Enbrel]","OMOP2200292","RxNorm Extension","etanercept"
41002331,"Etanercept 50 MG/ML Auto-Injector [Benepali] Box of 4","OMOP2200293","RxNorm Extension","etanercept"
41033407,"Etanercept 25 MG Injectable Solution [Enbrel] Box of 4","OMOP2231369","RxNorm Extension","etanercept"
41054464,"Etanercept 10 MG/ML Injectable Solution Box of 4","OMOP2252426","RxNorm Extension","etanercept"
41073501,"Etanercept 25 MG Injectable Solution [Enbrel] Box of 4 by Pfizer","OMOP2271463","RxNorm Extension","etanercept"
41086048,"Etanercept 50 MG/ML Auto-Injector Box of 4","OMOP2284010","RxNorm Extension","etanercept"
41086049,"Etanercept 50 MG/ML Prefilled Syringe Box of 24","OMOP2284011","RxNorm Extension","etanercept"
41096149,"Etanercept 50 MG/ML Auto-Injector [Enbrel] Box of 4","OMOP2294111","RxNorm Extension","etanercept"
41117290,"Etanercept 25 MG/ML Prefilled Syringe Box of 12","OMOP2315252","RxNorm Extension","etanercept"
41127365,"Etanercept 10 MG Injectable Solution [Enbrel] Box of 4","OMOP2325327","RxNorm Extension","etanercept"
41127366,"Etanercept 10 MG Injectable Solution [Enbrel]","OMOP2325328","RxNorm Extension","etanercept"
41158828,"Etanercept 50 MG/ML Auto-Injector [Benepali]","OMOP2356790","RxNorm Extension","etanercept"
41158829,"Etanercept 50 MG/ML Prefilled Syringe [Benepali] Box of 12","OMOP2356791","RxNorm Extension","etanercept"
41167615,"Etanercept 25 MG Injectable Solution [Enbrel] Box of 4 by Gerke","OMOP2365577","RxNorm Extension","etanercept"
41172663,"Etanercept 10 MG/ML [Enbrel]","OMOP2370625","RxNorm Extension","etanercept"
41211275,"Etanercept 10 MG Injectable Solution Box of 4","OMOP2409237","RxNorm Extension","etanercept"
41242189,"Etanercept 50 MG/ML Prefilled Syringe Box of 12","OMOP2440151","RxNorm Extension","etanercept"
41252150,"Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 8","OMOP2450112","RxNorm Extension","etanercept"
41263877,"Etanercept 10 MG/ML","OMOP2461839","RxNorm Extension","etanercept"
41273073,"Etanercept 10 MG/ML Injectable Solution","OMOP2471035","RxNorm Extension","etanercept"
41273074,"Etanercept 25 MG/ML Prefilled Syringe Box of 24","OMOP2471036","RxNorm Extension","etanercept"
41273075,"Etanercept 50 MG/ML Auto-Injector Box of 12","OMOP2471037","RxNorm Extension","etanercept"
41283044,"Etanercept 25 MG/ML Prefilled Syringe [Enbrel] Box of 8","OMOP2481006","RxNorm Extension","etanercept"
41291953,"Etanercept 25 MG Injectable Solution [Enbrel] Box of 4 by Medicopharm","OMOP2489915","RxNorm Extension","etanercept"
41291954,"Etanercept 25 MG Injectable Solution [Enbrel] Box of 4 by Cc","OMOP2489916","RxNorm Extension","etanercept"
41291955,"Etanercept 10 MG Injectable Solution [Enbrel] Box of 4 by Eurim-Pharm","OMOP2489917","RxNorm Extension","etanercept"
41304155,"Etanercept 25 MG/ML Prefilled Syringe Box of 8","OMOP2502117","RxNorm Extension","etanercept"
41314342,"Etanercept 25 MG/ML Prefilled Syringe [Enbrel] Box of 12","OMOP2512304","RxNorm Extension","etanercept"
41314343,"Etanercept 50 MG/ML Injectable Solution [Enbrel] Box of 4","OMOP2512305","RxNorm Extension","etanercept"
41327617,"1 ML Etanercept 10 MG/ML Injectable Solution Box of 4","OMOP2525579","RxNorm Extension","etanercept"
41327618,"1 ML Etanercept 25 MG/ML Injectable Solution","OMOP2525580","RxNorm Extension","etanercept"
41327619,"1 ML Etanercept 50 MG/ML Injectable Solution Box of 4","OMOP2525581","RxNorm Extension","etanercept"
41327859,"1 ML Etanercept 25 MG/ML Prefilled Syringe [Enbrel] Box of 12","OMOP2525821","RxNorm Extension","etanercept"
41327860,"1 ML Etanercept 50 MG/ML Injectable Solution [Enbrel] Box of 12","OMOP2525822","RxNorm Extension","etanercept"
41327861,"1 ML Etanercept 50 MG/ML Auto-Injector [Benepali]","OMOP2525823","RxNorm Extension","etanercept"
41328107,"1 ML Etanercept 50 MG/ML Auto-Injector [Enbrel] Box of 4 by Eurim-Pharm","OMOP2526069","RxNorm Extension","etanercept"
41328108,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 4 by Cc","OMOP2526070","RxNorm Extension","etanercept"
41328109,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 4 by Bb Farma","OMOP2526071","RxNorm Extension","etanercept"
41328259,"1 ML Etanercept 25 MG/ML Prefilled Syringe Box of 8","OMOP2526221","RxNorm Extension","etanercept"
41328260,"1 ML Etanercept 25 MG/ML Prefilled Syringe Box of 24","OMOP2526222","RxNorm Extension","etanercept"
41328542,"1 ML Etanercept 50 MG/ML Auto-Injector [Enbrel] Box of 12","OMOP2526504","RxNorm Extension","etanercept"
41328749,"1 ML Etanercept 10 MG/ML Injectable Solution [Enbrel] Box of 4 by Emra-Med","OMOP2526711","RxNorm Extension","etanercept"
41328750,"1 ML Etanercept 25 MG/ML Injectable Solution [Enbrel] Box of 4 by Eurim-Pharm","OMOP2526712","RxNorm Extension","etanercept"
41328751,"1 ML Etanercept 50 MG/ML Auto-Injector [Enbrel] Box of 12 by Orifarm Leverkus","OMOP2526713","RxNorm Extension","etanercept"
41328752,"1 ML Etanercept 50 MG/ML Auto-Injector [Enbrel] Box of 4 by Kohlpharma","OMOP2526714","RxNorm Extension","etanercept"
41328753,"1 ML Etanercept 50 MG/ML Auto-Injector [Enbrel] Box of 4 by Cc","OMOP2526715","RxNorm Extension","etanercept"
41328754,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 12 by Abacus Medicine","OMOP2526716","RxNorm Extension","etanercept"
41328755,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 4 by Haematogmbh","OMOP2526717","RxNorm Extension","etanercept"
41328756,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 12 by Cambridge","OMOP2526718","RxNorm Extension","etanercept"
41328887,"1 ML Etanercept 25 MG/ML Injectable Solution Box of 8","OMOP2526849","RxNorm Extension","etanercept"
41328888,"1 ML Etanercept 25 MG/ML Prefilled Syringe Box of 12","OMOP2526850","RxNorm Extension","etanercept"
41328889,"1 ML Etanercept 50 MG/ML Injectable Solution","OMOP2526851","RxNorm Extension","etanercept"
41329427,"1 ML Etanercept 50 MG/ML Injectable Solution [Enbrel] Box of 4 by Pfizer","OMOP2527389","RxNorm Extension","etanercept"
41329428,"1 ML Etanercept 50 MG/ML Auto-Injector [Enbrel] Box of 12 by Cc","OMOP2527390","RxNorm Extension","etanercept"
41329429,"1 ML Etanercept 50 MG/ML Auto-Injector [Enbrel] Box of 12 by Aca Mueller","OMOP2527391","RxNorm Extension","etanercept"
41329430,"1 ML Etanercept 50 MG/ML Auto-Injector [Enbrel] Box of 4 by Gerke","OMOP2527392","RxNorm Extension","etanercept"
41329431,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Benepali] Box of 12 by Abacus Medicine","OMOP2527393","RxNorm Extension","etanercept"
41329432,"1 ML Etanercept 50 MG/ML Auto-Injector [Benepali] Box of 4 by Abacus Medicine","OMOP2527394","RxNorm Extension","etanercept"
41329433,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 12 by Medicopharm","OMOP2527395","RxNorm Extension","etanercept"
41329434,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 4 by Gerke","OMOP2527396","RxNorm Extension","etanercept"
41329875,"1 ML Etanercept 25 MG/ML Injectable Solution [Enbrel] Box of 8","OMOP2527837","RxNorm Extension","etanercept"
41329876,"1 ML Etanercept 25 MG/ML Prefilled Syringe [Enbrel] Box of 24","OMOP2527838","RxNorm Extension","etanercept"
41330092,"1 ML Etanercept 10 MG/ML Injectable Solution [Enbrel] Box of 4 by Pfizer","OMOP2528054","RxNorm Extension","etanercept"
41330093,"1 ML Etanercept 25 MG/ML Injectable Solution [Enbrel] Box of 24 by Emra-Med","OMOP2528055","RxNorm Extension","etanercept"
41330094,"1 ML Etanercept 25 MG/ML Injectable Solution [Enbrel] Box of 8 by Axicorp","OMOP2528056","RxNorm Extension","etanercept"
41330095,"1 ML Etanercept 25 MG/ML Prefilled Syringe [Enbrel] Box of 12 by Cambridge","OMOP2528057","RxNorm Extension","etanercept"
41330096,"1 ML Etanercept 50 MG/ML Injectable Solution [Enbrel] Box of 12 by Orifarm Leverkus","OMOP2528058","RxNorm Extension","etanercept"
41330097,"1 ML Etanercept 50 MG/ML Auto-Injector [Enbrel] Box of 12 by Pfizer","OMOP2528059","RxNorm Extension","etanercept"
41330098,"1 ML Etanercept 50 MG/ML Auto-Injector [Enbrel] Box of 4 by Haematogmbh","OMOP2528060","RxNorm Extension","etanercept"
41330099,"1 ML Etanercept 50 MG/ML Auto-Injector [Benepali] Box of 12 by Biogen","OMOP2528061","RxNorm Extension","etanercept"
41330100,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Benepali] Box of 4 by Abacus Medicine","OMOP2528062","RxNorm Extension","etanercept"
41330101,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 12 by Kohlpharma","OMOP2528063","RxNorm Extension","etanercept"
41330102,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 12 by Inopha","OMOP2528064","RxNorm Extension","etanercept"
41330103,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 12 by Gerke","OMOP2528065","RxNorm Extension","etanercept"
41330263,"1 ML Etanercept 25 MG/ML Injectable Solution Box of 24","OMOP2528225","RxNorm Extension","etanercept"
41330719,"1 ML Etanercept 10 MG/ML Injectable Solution [Enbrel] Box of 4 by Cc","OMOP2528681","RxNorm Extension","etanercept"
41330720,"1 ML Etanercept 25 MG/ML Injectable Solution [Enbrel] Box of 8 by Gerke","OMOP2528682","RxNorm Extension","etanercept"
41330721,"1 ML Etanercept 25 MG/ML Injectable Solution [Enbrel] Box of 8 by Eurim-Pharm","OMOP2528683","RxNorm Extension","etanercept"
41330722,"1 ML Etanercept 25 MG/ML Injectable Solution [Enbrel] Box of 4 by Beragena","OMOP2528684","RxNorm Extension","etanercept"
41330723,"1 ML Etanercept 50 MG/ML Injectable Solution [Enbrel] Box of 12 by Pfizer","OMOP2528685","RxNorm Extension","etanercept"
41330724,"1 ML Etanercept 50 MG/ML Auto-Injector [Enbrel] Box of 4 by Pfizer","OMOP2528686","RxNorm Extension","etanercept"
41330725,"1 ML Etanercept 50 MG/ML Auto-Injector [Enbrel] Box of 4 by Orifarm Leverkus","OMOP2528687","RxNorm Extension","etanercept"
41330726,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 4 by Cambridge","OMOP2528688","RxNorm Extension","etanercept"
41330727,"1 ML Etanercept 50 MG/ML Auto-Injector [Enbrel] Box of 4 by Beragena","OMOP2528689","RxNorm Extension","etanercept"
41330728,"1 ML Etanercept 50 MG/ML Auto-Injector [Benepali] Box of 4 by Kohlpharma","OMOP2528690","RxNorm Extension","etanercept"
41330729,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 4 by Orifarm Leverkus","OMOP2528691","RxNorm Extension","etanercept"
41330879,"1 ML Etanercept 25 MG/ML Injectable Solution Box of 4","OMOP2528841","RxNorm Extension","etanercept"
41331147,"1 ML Etanercept 25 MG/ML Prefilled Syringe [Enbrel] Box of 8","OMOP2529109","RxNorm Extension","etanercept"
41331148,"1 ML Etanercept 50 MG/ML Auto-Injector [Benepali] Box of 12","OMOP2529110","RxNorm Extension","etanercept"
41331387,"1 ML Etanercept 25 MG/ML Injectable Solution [Enbrel] Box of 8 by Pfizer","OMOP2529349","RxNorm Extension","etanercept"
41331388,"1 ML Etanercept 50 MG/ML Injectable Solution [Enbrel] Box of 12 by Cc","OMOP2529350","RxNorm Extension","etanercept"
41331389,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 4 by Veron","OMOP2529351","RxNorm Extension","etanercept"
41331390,"1 ML Etanercept 50 MG/ML Auto-Injector [Enbrel] Box of 4 by Emra-Med","OMOP2529352","RxNorm Extension","etanercept"
41331391,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Benepali] Box of 12 by Cc","OMOP2529353","RxNorm Extension","etanercept"
41331392,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 4 by Inopha","OMOP2529354","RxNorm Extension","etanercept"
41331562,"1 ML Etanercept 50 MG/ML Auto-Injector Box of 4","OMOP2529524","RxNorm Extension","etanercept"
41331823,"1 ML Etanercept 25 MG/ML Injectable Solution [Enbrel] Box of 24","OMOP2529785","RxNorm Extension","etanercept"
41332049,"1 ML Etanercept 50 MG/ML Injectable Solution [Enbrel] Box of 4 by Cc","OMOP2530011","RxNorm Extension","etanercept"
41332050,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 12 by Veron","OMOP2530012","RxNorm Extension","etanercept"
41332051,"1 ML Etanercept 50 MG/ML Auto-Injector [Enbrel] Box of 12 by Inopha","OMOP2530013","RxNorm Extension","etanercept"
41332052,"1 ML Etanercept 50 MG/ML Auto-Injector [Enbrel] Box of 12 by Eurim-Pharm","OMOP2530014","RxNorm Extension","etanercept"
41332053,"1 ML Etanercept 50 MG/ML Auto-Injector [Enbrel] Box of 12 by Docpharm","OMOP2530015","RxNorm Extension","etanercept"
41332054,"1 ML Etanercept 50 MG/ML Auto-Injector [Enbrel] Box of 4 by Abacus Medicine","OMOP2530016","RxNorm Extension","etanercept"
41332055,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 4 by Beragena","OMOP2530017","RxNorm Extension","etanercept"
41332056,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Benepali] Box of 4 by Axicorp","OMOP2530018","RxNorm Extension","etanercept"
41332057,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 12 by Propharmed","OMOP2530019","RxNorm Extension","etanercept"
41332515,"1 ML Etanercept 10 MG/ML Injectable Solution [Enbrel]","OMOP2530477","RxNorm Extension","etanercept"
41332516,"1 ML Etanercept 50 MG/ML Auto-Injector [Benepali] Box of 4","OMOP2530478","RxNorm Extension","etanercept"
41332755,"1 ML Etanercept 25 MG/ML Injectable Solution [Enbrel] Box of 24 by Pfizer","OMOP2530717","RxNorm Extension","etanercept"
41332756,"1 ML Etanercept 25 MG/ML Injectable Solution [Enbrel] Box of 4 by Axicorp","OMOP2530718","RxNorm Extension","etanercept"
41332757,"1 ML Etanercept 50 MG/ML Auto-Injector [Enbrel] Box of 12 by Kohlpharma","OMOP2530719","RxNorm Extension","etanercept"
41332758,"1 ML Etanercept 50 MG/ML Auto-Injector [Enbrel] Box of 4 by Canoma","OMOP2530720","RxNorm Extension","etanercept"
41332759,"1 ML Etanercept 50 MG/ML Auto-Injector [Enbrel] Box of 4 by Aca Mueller","OMOP2530721","RxNorm Extension","etanercept"
41332760,"1 ML Etanercept 50 MG/ML Auto-Injector [Benepali] Box of 4 by Cc","OMOP2530722","RxNorm Extension","etanercept"
41332761,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 12 by Emra-Med","OMOP2530723","RxNorm Extension","etanercept"
41332762,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 12 by Canoma","OMOP2530724","RxNorm Extension","etanercept"
41332763,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 12 by Aca Mueller","OMOP2530725","RxNorm Extension","etanercept"
41332764,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 4 by European","OMOP2530726","RxNorm Extension","etanercept"
41332765,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Benepali] Box of 12 by Biogen","OMOP2530727","RxNorm Extension","etanercept"
41333424,"1 ML Etanercept 25 MG/ML Injectable Solution [Enbrel] Box of 24 by Orifarm Leverkus","OMOP2531386","RxNorm Extension","etanercept"
41333425,"1 ML Etanercept 25 MG/ML Injectable Solution [Enbrel] Box of 8 by Cc","OMOP2531387","RxNorm Extension","etanercept"
41333426,"1 ML Etanercept 50 MG/ML Injectable Solution [Enbrel] Box of 12 by Axicorp","OMOP2531388","RxNorm Extension","etanercept"
41333427,"1 ML Etanercept 50 MG/ML Auto-Injector [Enbrel] Box of 12 by Emra-Med","OMOP2531389","RxNorm Extension","etanercept"
41333428,"1 ML Etanercept 50 MG/ML Auto-Injector [Enbrel] Box of 12 by Abacus Medicine","OMOP2531390","RxNorm Extension","etanercept"
41333429,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Benepali] Box of 4 by Kohlpharma","OMOP2531391","RxNorm Extension","etanercept"
41333430,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 4 by Kohlpharma","OMOP2531392","RxNorm Extension","etanercept"
41333431,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Benepali] Box of 4 by Cc","OMOP2531393","RxNorm Extension","etanercept"
41334139,"1 ML Etanercept 25 MG/ML Injectable Solution [Enbrel] Box of 24 by Axicorp","OMOP2532101","RxNorm Extension","etanercept"
41334140,"1 ML Etanercept 25 MG/ML Injectable Solution [Enbrel] Box of 8 by Emra-Med","OMOP2532102","RxNorm Extension","etanercept"
41334141,"1 ML Etanercept 25 MG/ML Injectable Solution [Enbrel] Box of 4 by Cc","OMOP2532103","RxNorm Extension","etanercept"
41334142,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 12 by Orifarm Leverkus","OMOP2532104","RxNorm Extension","etanercept"
41334143,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 12 by Haematogmbh","OMOP2532105","RxNorm Extension","etanercept"
41334296,"1 ML Etanercept 10 MG/ML Injectable Solution","OMOP2532258","RxNorm Extension","etanercept"
41334554,"1 ML Etanercept 10 MG/ML Injectable Solution [Enbrel] Box of 4","OMOP2532516","RxNorm Extension","etanercept"
41334555,"1 ML Etanercept 25 MG/ML Injectable Solution [Enbrel] Box of 4","OMOP2532517","RxNorm Extension","etanercept"
41334556,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 12","OMOP2532518","RxNorm Extension","etanercept"
41334557,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Benepali] Box of 12","OMOP2532519","RxNorm Extension","etanercept"
41334813,"1 ML Etanercept 25 MG/ML Injectable Solution [Enbrel] Box of 4 by Gerke","OMOP2532775","RxNorm Extension","etanercept"
41334814,"1 ML Etanercept 50 MG/ML Auto-Injector [Enbrel] Box of 12 by Medicopharm","OMOP2532776","RxNorm Extension","etanercept"
41334815,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 4 by Emra-Med","OMOP2532777","RxNorm Extension","etanercept"
41334954,"1 ML Etanercept 50 MG/ML Auto-Injector Box of 12","OMOP2532916","RxNorm Extension","etanercept"
41335230,"1 ML Etanercept 50 MG/ML Auto-Injector [Enbrel] Box of 4","OMOP2533192","RxNorm Extension","etanercept"
41335483,"1 ML Etanercept 10 MG/ML Injectable Solution [Enbrel] Box of 4 by Kohlpharma","OMOP2533445","RxNorm Extension","etanercept"
41335484,"1 ML Etanercept 25 MG/ML Injectable Solution [Enbrel] Box of 24 by Gerke","OMOP2533446","RxNorm Extension","etanercept"
41335485,"1 ML Etanercept 50 MG/ML Auto-Injector [Enbrel] Box of 12 by Beragena","OMOP2533447","RxNorm Extension","etanercept"
41335486,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 12 by Pfizer","OMOP2533448","RxNorm Extension","etanercept"
41335487,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 4 by ADL","OMOP2533449","RxNorm Extension","etanercept"
41335918,"1 ML Etanercept 25 MG/ML Injectable Solution [Enbrel]","OMOP2533880","RxNorm Extension","etanercept"
41335919,"1 ML Etanercept 50 MG/ML Injectable Solution [Enbrel] Box of 4","OMOP2533881","RxNorm Extension","etanercept"
41336144,"1 ML Etanercept 25 MG/ML Injectable Solution [Enbrel] Box of 8 by Kohlpharma","OMOP2534106","RxNorm Extension","etanercept"
41336145,"1 ML Etanercept 50 MG/ML Injectable Solution [Enbrel] Box of 12 by Kohlpharma","OMOP2534107","RxNorm Extension","etanercept"
41336146,"1 ML Etanercept 50 MG/ML Auto-Injector [Enbrel] Box of 4 by Veron","OMOP2534108","RxNorm Extension","etanercept"
41336147,"1 ML Etanercept 50 MG/ML Auto-Injector [Benepali] Box of 12 by Abacus Medicine","OMOP2534109","RxNorm Extension","etanercept"
41336148,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 4 by Canoma","OMOP2534110","RxNorm Extension","etanercept"
41336149,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 12 by Bb Farma","OMOP2534111","RxNorm Extension","etanercept"
41336316,"1 ML Etanercept 50 MG/ML Injectable Solution Box of 12","OMOP2534278","RxNorm Extension","etanercept"
41336317,"1 ML Etanercept 50 MG/ML Prefilled Syringe Box of 12","OMOP2534279","RxNorm Extension","etanercept"
41336593,"1 ML Etanercept 50 MG/ML Injectable Solution [Enbrel]","OMOP2534555","RxNorm Extension","etanercept"
41336803,"1 ML Etanercept 25 MG/ML Injectable Solution [Enbrel] Box of 4 by Pfizer","OMOP2534765","RxNorm Extension","etanercept"
41336804,"1 ML Etanercept 25 MG/ML Injectable Solution [Enbrel] Box of 4 by Orifarm Leverkus","OMOP2534766","RxNorm Extension","etanercept"
41336805,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 4 by Aca Mueller","OMOP2534767","RxNorm Extension","etanercept"
41336806,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 4 by Abacus Medicine","OMOP2534768","RxNorm Extension","etanercept"
41337460,"1 ML Etanercept 25 MG/ML Prefilled Syringe [Enbrel] Box of 8 by European","OMOP2535422","RxNorm Extension","etanercept"
41337461,"1 ML Etanercept 50 MG/ML Injectable Solution [Enbrel] Box of 4 by Kohlpharma","OMOP2535423","RxNorm Extension","etanercept"
41337462,"1 ML Etanercept 50 MG/ML Auto-Injector [Enbrel] Box of 12 by European","OMOP2535424","RxNorm Extension","etanercept"
41337463,"1 ML Etanercept 50 MG/ML Auto-Injector [Enbrel] Box of 4 by Inopha","OMOP2535425","RxNorm Extension","etanercept"
41337464,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 12 by European","OMOP2535426","RxNorm Extension","etanercept"
41337465,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 12 by Cc","OMOP2535427","RxNorm Extension","etanercept"
41337466,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 4 by Medicopharm","OMOP2535428","RxNorm Extension","etanercept"
41337467,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 4 by Eurim-Pharm","OMOP2535429","RxNorm Extension","etanercept"
41338088,"1 ML Etanercept 25 MG/ML Injectable Solution [Enbrel] Box of 24 by Cc","OMOP2536050","RxNorm Extension","etanercept"
41338089,"1 ML Etanercept 25 MG/ML Injectable Solution [Enbrel] Box of 8 by Orifarm Leverkus","OMOP2536051","RxNorm Extension","etanercept"
41338090,"1 ML Etanercept 50 MG/ML Auto-Injector [Enbrel] Box of 12 by Veron","OMOP2536052","RxNorm Extension","etanercept"
41338091,"1 ML Etanercept 50 MG/ML Auto-Injector [Enbrel] Box of 12 by Gerke","OMOP2536053","RxNorm Extension","etanercept"
41338092,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 12 by Docpharm","OMOP2536054","RxNorm Extension","etanercept"
41338093,"1 ML Etanercept 50 MG/ML Auto-Injector [Enbrel] Box of 4 by Cambridge","OMOP2536055","RxNorm Extension","etanercept"
41338094,"1 ML Etanercept 50 MG/ML Auto-Injector [Benepali] Box of 4 by Biogen","OMOP2536056","RxNorm Extension","etanercept"
41338095,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 12 by Eurim-Pharm","OMOP2536057","RxNorm Extension","etanercept"
41338096,"1 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 12 by Beragena","OMOP2536058","RxNorm Extension","etanercept"
41407569,"0.5 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 24 by Kohlpharma","OMOP2605531","RxNorm Extension","etanercept"
41407570,"0.5 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 24 by Emra-Med","OMOP2605532","RxNorm Extension","etanercept"
41407571,"0.5 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 8 by Eurim-Pharm","OMOP2605533","RxNorm Extension","etanercept"
41407572,"0.5 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 4 by Gerke","OMOP2605534","RxNorm Extension","etanercept"
41407573,"0.5 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 4 by Cc","OMOP2605535","RxNorm Extension","etanercept"
41407574,"0.5 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 8 by Cambridge","OMOP2605536","RxNorm Extension","etanercept"
41407611,"0.5 ML Etanercept 50 MG/ML Prefilled Syringe Box of 24","OMOP2605573","RxNorm Extension","etanercept"
41407765,"0.5 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 24 by Orifarm Leverkus","OMOP2605727","RxNorm Extension","etanercept"
41407766,"0.5 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel] Box of 8 by Propharmed","OMOP2605728","RxNorm Extension","etanercept"
