concept_id,concept_code,concept_name,vocabulary_id,category,variable,domain
46233945,1652239,3 ML insulin lispro 200 UNT/ML Pen Injector,RX,second_line_rx,second_line_rx,prescribing
46233947,1652241,insulin lispro Pen Injector [Humalog],RX,second_line_rx,second_line_rx,prescribing
46233948,1652242,3 ML insulin lispro 200 UNT/ML Pen Injector [Humalog],RX,second_line_rx,second_line_rx,prescribing
46233949,1652243,insulin lispro 200 UNT/ML Pen Injector,RX,second_line_rx,second_line_rx,prescribing
46233950,1652244,insulin lispro 200 UNT/ML Pen Injector [Humalog],RX,second_line_rx,second_line_rx,prescribing
46233969,1652639,3 ML insulin lispro 100 UNT/ML Pen Injector,RX,second_line_rx,second_line_rx,prescribing
46233970,1652640,3 ML insulin lispro 100 UNT/ML Pen Injector [Humalog],RX,second_line_rx,second_line_rx,prescribing
46233971,1652641,insulin lispro 100 UNT/ML Pen Injector,RX,second_line_rx,second_line_rx,prescribing
46233972,1652642,insulin lispro 100 UNT/ML Pen Injector [Humalog],RX,second_line_rx,second_line_rx,prescribing
19009383,106891,"insulin, protamine zinc, beef 100 UNT/ML Injectable Suspension [Hypurin Bovine Protamine Zinc]",RX,second_line_rx,second_line_rx,prescribing
19061541,249025,"insulin, protamine zinc, beef 40 UNT/ML Injectable Suspension",RX,second_line_rx,second_line_rx,prescribing
19061627,249100,"insulin, protamine zinc, beef 80 UNT/ML Injectable Suspension",RX,second_line_rx,second_line_rx,prescribing
19090181,242916,"insulin, protamine zinc, beef 100 UNT/ML Injectable Suspension",RX,second_line_rx,second_line_rx,prescribing
40052382,379008,"insulin, protamine zinc, beef Injectable Suspension",RX,second_line_rx,second_line_rx,prescribing
40052383,386092,"insulin, protamine zinc, beef Injectable Suspension [Hypurin Bovine Protamine Zinc]",RX,second_line_rx,second_line_rx,prescribing
19091622,249112,"insulin, protamine zinc, human 100 UNT/ML Injectable Suspension",RX,second_line_rx,second_line_rx,prescribing
40052393,379009,"insulin, protamine zinc, human Injectable Suspension",RX,second_line_rx,second_line_rx,prescribing
40174829,966903,"insulin, protamine zinc, human 40 UNT/ML Injectable Suspension",RX,second_line_rx,second_line_rx,prescribing
40174830,966907,"insulin, protamine zinc, human 40 UNT/ML Injectable Suspension [ProZinc]",RX,second_line_rx,second_line_rx,prescribing
40174832,966906,"insulin, protamine zinc, human Injectable Suspension [ProZinc]",RX,second_line_rx,second_line_rx,prescribing
19009381,106888,"insulin, regular, beef 100 UNT/ML Injectable Solution [Hypurin Bovine Neutral]",RX,second_line_rx,second_line_rx,prescribing
19061543,249027,"insulin, regular, beef 40 UNT/ML Injectable Solution",RX,second_line_rx,second_line_rx,prescribing
19061624,249098,"insulin, regular, beef 80 UNT/ML Injectable Solution",RX,second_line_rx,second_line_rx,prescribing
19078631,311056,"insulin, regular, beef 100 UNT/ML Injectable Solution",RX,second_line_rx,second_line_rx,prescribing
40052410,378843,"insulin, regular, beef Injectable Solution",RX,second_line_rx,second_line_rx,prescribing
40052411,386083,"insulin, regular, beef Injectable Solution [Hypurin Bovine Neutral]",RX,second_line_rx,second_line_rx,prescribing
1590170,351858,"insulin, regular, beef-pork 100 UNT/ML Injectable Solution [Iletin Regular]",RX,second_line_rx,second_line_rx,prescribing
19078609,311054,"insulin, regular, beef-pork 100 UNT/ML Injectable Solution",RX,second_line_rx,second_line_rx,prescribing
19078610,311055,"insulin, regular, beef-pork 40 UNT/ML Injectable Solution",RX,second_line_rx,second_line_rx,prescribing
19104451,415061,"insulin, regular, beef-pork 80 UNT/ML Injectable Solution",RX,second_line_rx,second_line_rx,prescribing
40052423,376942,"insulin, regular, beef-pork Injectable Solution",RX,second_line_rx,second_line_rx,prescribing
40052425,362777,"insulin, regular, beef-pork Injectable Solution [Iletin Regular]",RX,second_line_rx,second_line_rx,prescribing
1356241,2108525,"insulin, regular, human Inhalation Powder",RX,second_line_rx,second_line_rx,prescribing
1356242,2108527,"insulin, regular, human Inhalation Powder [Afrezza]",RX,second_line_rx,second_line_rx,prescribing
1718876,1862101,"{60 (insulin, regular, human 12 UNT Inhalation Powder) / 60 (insulin, regular, human 4 UNT Inhalation Powder) / 60 (insulin, regular, human 8 UNT Inhalation Powder) } Pack",RX,second_line_rx,second_line_rx,prescribing
1718889,1862102,"{60 (insulin, regular, human 12 UNT Inhalation Powder [Afrezza]) / 60 (insulin, regular, human 4 UNT Inhalation Powder [Afrezza]) / 60 (insulin, regular, human 8 UNT Inhalation Powder [Afrezza]) } Pack [Afrezza 180 Titration Pack- 60 (4 UNT), 60 (8 UNT...",RX,second_line_rx,second_line_rx,prescribing
35201903,2100028,"{90 (insulin, regular, human 12 UNT Inhalation Powder) / 90 (insulin, regular, human 8 UNT Inhalation Powder) } Pack",RX,second_line_rx,second_line_rx,prescribing
35201904,2100029,"{90 (insulin, regular, human 12 UNT Inhalation Powder [Afrezza]) / 90 (insulin, regular, human 8 UNT Inhalation Powder [Afrezza]) } Pack [Afrezza 180 - 90 (8 UNT), 90 (12 UNT)]",RX,second_line_rx,second_line_rx,prescribing
36249546,1798387,"{90 (insulin, regular, human 4 UNT Inhalation Powder) / 90 (insulin, regular, human 8 UNT Inhalation Powder) } Pack",RX,second_line_rx,second_line_rx,prescribing
36249657,1798388,"{90 (insulin, regular, human 4 UNT Inhalation Powder [Afrezza]) / 90 (insulin, regular, human 8 UNT Inhalation Powder [Afrezza]) } Pack [Afrezza Titration Pack]",RX,second_line_rx,second_line_rx,prescribing
45774398,1544488,"insulin, regular, human 8 UNT Inhalation Powder",RX,second_line_rx,second_line_rx,prescribing
45774400,1544490,"insulin, regular, human 8 UNT Inhalation Powder [Afrezza]",RX,second_line_rx,second_line_rx,prescribing
45776621,1543202,"insulin, regular, human 4 UNT Inhalation Powder",RX,second_line_rx,second_line_rx,prescribing
45776625,1543207,"insulin, regular, human 4 UNT Inhalation Powder [Afrezza]",RX,second_line_rx,second_line_rx,prescribing
45777022,1544568,"{60 (insulin, regular, human 4 UNT Inhalation Powder) / 30 (insulin, regular, human 8 UNT Inhalation Powder) } Pack",RX,second_line_rx,second_line_rx,prescribing
45777023,1544569,"{60 (insulin, regular, human 4 UNT Inhalation Powder [Afrezza]) / 30 (insulin, regular, human 8 UNT Inhalation Powder [Afrezza]) } Pack [Afrezza 90 - 60 (4 UNT), 30 (8 UNT)]",RX,second_line_rx,second_line_rx,prescribing
45777024,1544570,"{30 (insulin, regular, human 4 UNT Inhalation Powder) / 60 (insulin, regular, human 8 UNT Inhalation Powder) } Pack",RX,second_line_rx,second_line_rx,prescribing
45777025,1544571,"{30 (insulin, regular, human 4 UNT Inhalation Powder [Afrezza]) / 60 (insulin, regular, human 8 UNT Inhalation Powder [Afrezza]) } Pack [Afrezza 90 - 30 (4 UNT), 60 (8 UNT)]",RX,second_line_rx,second_line_rx,prescribing
46234242,1654910,"insulin, regular, human 12 UNT Inhalation Powder",RX,second_line_rx,second_line_rx,prescribing
46234244,1654912,"insulin, regular, human 12 UNT Inhalation Powder [Afrezza]",RX,second_line_rx,second_line_rx,prescribing
46275390,1656705,"{30 (insulin, regular, human 12 UNT Inhalation Powder) / 60 (insulin, regular, human 8 UNT Inhalation Powder) } Pack",RX,second_line_rx,second_line_rx,prescribing
46275452,1656706,"{30 (insulin, regular, human 12 UNT Inhalation Powder [Afrezza]) / 60 (insulin, regular, human 8 UNT Inhalation Powder [Afrezza]) } Pack [Afrezza 90 - 60 (8 UNT), 30 (12 UNT)]",RX,second_line_rx,second_line_rx,prescribing
1596999,351859,"insulin, regular, human 500 UNT/ML Injectable Solution [Humulin R]",RX,second_line_rx,second_line_rx,prescribing
19012266,150659,"insulin, regular, human 100 UNT/ML Injectable Solution [Pur-In Neutral]",RX,second_line_rx,second_line_rx,prescribing
19012507,150831,"insulin, regular, human 100 UNT/ML Injectable Solution [Human Actrapid Penfill]",RX,second_line_rx,second_line_rx,prescribing
19012678,150973,"insulin, regular, human 100 UNT/ML Injectable Solution [Human Actrapid]",RX,second_line_rx,second_line_rx,prescribing
19012679,150974,"insulin, regular, human 100 UNT/ML Injectable Solution [Humulin S]",RX,second_line_rx,second_line_rx,prescribing
19061542,249026,"insulin, regular, human 40 UNT/ML Injectable Solution",RX,second_line_rx,second_line_rx,prescribing
19061670,249220,"insulin, regular, human 500 UNT/ML Injectable Solution",RX,second_line_rx,second_line_rx,prescribing
19078554,311033,"insulin, regular, human 100 UNT/ML Injectable Solution [Novolin R]",RX,second_line_rx,second_line_rx,prescribing
19078555,311034,"insulin, regular, human 100 UNT/ML Injectable Solution",RX,second_line_rx,second_line_rx,prescribing
19078556,311035,"insulin, regular, human 100 UNT/ML Injectable Solution [Velosulin]",RX,second_line_rx,second_line_rx,prescribing
19078557,311036,"insulin, regular, human 100 UNT/ML Injectable Solution [Humulin R]",RX,second_line_rx,second_line_rx,prescribing
19104092,412453,"insulin, regular, human 5 UNT/ML Injectable Solution",RX,second_line_rx,second_line_rx,prescribing
40052768,376915,"insulin, regular, human Injectable Solution",RX,second_line_rx,second_line_rx,prescribing
40052769,379747,"insulin, regular, human Injectable Solution [Human Actrapid Penfill]",RX,second_line_rx,second_line_rx,prescribing
40052770,379744,"insulin, regular, human Injectable Solution [Human Actrapid]",RX,second_line_rx,second_line_rx,prescribing
40052771,362622,"insulin, regular, human Injectable Solution [Humulin R]",RX,second_line_rx,second_line_rx,prescribing
40052772,379734,"insulin, regular, human Injectable Solution [Humulin S]",RX,second_line_rx,second_line_rx,prescribing
40052773,363221,"insulin, regular, human Injectable Solution [Novolin R]",RX,second_line_rx,second_line_rx,prescribing
40052774,385896,"insulin, regular, human Injectable Solution [Pur-In Neutral]",RX,second_line_rx,second_line_rx,prescribing
40052775,363120,"insulin, regular, human Injectable Solution [Velosulin]",RX,second_line_rx,second_line_rx,prescribing
1361259,2179743,"insulin, regular, human Injection",RX,second_line_rx,second_line_rx,prescribing
1361262,2179747,"insulin, regular, human Injection [Myxredlin]",RX,second_line_rx,second_line_rx,prescribing
1361264,2179750,"insulin, regular, human 1 UNT/ML Injection",RX,second_line_rx,second_line_rx,prescribing
1361265,2179751,"insulin, regular, human 1 UNT/ML Injection [Myxredlin]",RX,second_line_rx,second_line_rx,prescribing
1361675,2179744,"100 ML insulin, regular, human 1 UNT/ML Injection",RX,second_line_rx,second_line_rx,prescribing
1361676,2179749,"100 ML insulin, regular, human 1 UNT/ML Injection [Myxredlin]",RX,second_line_rx,second_line_rx,prescribing
35605619,1731314,"insulin, regular, human Pen Injector",RX,second_line_rx,second_line_rx,prescribing
35605620,1731315,"3 ML insulin, regular, human 500 UNT/ML Pen Injector",RX,second_line_rx,second_line_rx,prescribing
35605621,1731316,"insulin, regular, human Pen Injector [Humulin R]",RX,second_line_rx,second_line_rx,prescribing
35605622,1731317,"3 ML insulin, regular, human 500 UNT/ML Pen Injector [Humulin R]",RX,second_line_rx,second_line_rx,prescribing
35605623,1731318,"insulin, regular, human 500 UNT/ML Pen Injector",RX,second_line_rx,second_line_rx,prescribing
35605624,1731319,"insulin, regular, human 500 UNT/ML Pen Injector [Humulin R]",RX,second_line_rx,second_line_rx,prescribing
37497419,2206091,"insulin, regular, human Pen Injector [Novolin R]",RX,second_line_rx,second_line_rx,prescribing
37497420,2206093,"insulin, regular, human 100 UNT/ML Pen Injector",RX,second_line_rx,second_line_rx,prescribing
37497421,2206094,"insulin, regular, human 100 UNT/ML Pen Injector [Novolin R]",RX,second_line_rx,second_line_rx,prescribing
37499744,2206090,"3 ML insulin, regular, human 100 UNT/ML Pen Injector",RX,second_line_rx,second_line_rx,prescribing
37499745,2206092,"3 ML insulin, regular, human 100 UNT/ML Pen Injector [Novolin R]",RX,second_line_rx,second_line_rx,prescribing
19135264,847203,"3 ML insulin, regular, human 100 UNT/ML Prefilled Syringe",RX,second_line_rx,second_line_rx,prescribing
19135265,847205,"3 ML insulin, regular, human 100 UNT/ML Prefilled Syringe [Novolin R]",RX,second_line_rx,second_line_rx,prescribing
19135320,847417,"1.5 ML insulin, regular, human 100 UNT/ML Prefilled Syringe",RX,second_line_rx,second_line_rx,prescribing
40159688,847202,"insulin, regular, human Prefilled Syringe",RX,second_line_rx,second_line_rx,prescribing
40159689,847204,"insulin, regular, human Prefilled Syringe [Novolin R]",RX,second_line_rx,second_line_rx,prescribing
42903322,1360435,"insulin, regular, human 100 UNT/ML Prefilled Syringe [Novolin R]",RX,second_line_rx,second_line_rx,prescribing
42903369,1360482,"insulin, regular, human 100 UNT/ML Prefilled Syringe",RX,second_line_rx,second_line_rx,prescribing
1586367,351857,"insulin, regular, pork 100 UNT/ML Injectable Solution [Iletin II Regular Pork]",RX,second_line_rx,second_line_rx,prescribing
19016047,152602,"insulin, regular, pork 100 UNT/ML Injectable Solution [Pork Actrapid]",RX,second_line_rx,second_line_rx,prescribing
19017198,153383,"insulin, regular, pork 100 UNT/ML Injectable Solution [Hypurin Porcine Neutral]",RX,second_line_rx,second_line_rx,prescribing
19028937,205314,"insulin, regular, pork 500 UNT/ML Injectable Solution",RX,second_line_rx,second_line_rx,prescribing
19061544,249028,"insulin, regular, pork 80 UNT/ML Injectable Solution",RX,second_line_rx,second_line_rx,prescribing
19078632,311057,"insulin, regular, pork 100 UNT/ML Injectable Solution",RX,second_line_rx,second_line_rx,prescribing
19078633,311058,"insulin, regular, pork 40 UNT/ML Injectable Solution",RX,second_line_rx,second_line_rx,prescribing
19098280,351860,"insulin, regular, pork 500 UNT/ML Injectable Solution [Iletin II Regular Pork]",RX,second_line_rx,second_line_rx,prescribing
19104091,412452,"insulin, regular, pork 10 UNT/ML Injectable Solution",RX,second_line_rx,second_line_rx,prescribing
40052794,376916,"insulin, regular, pork Injectable Solution",RX,second_line_rx,second_line_rx,prescribing
40052795,386087,"insulin, regular, pork Injectable Solution [Hypurin Porcine Neutral]",RX,second_line_rx,second_line_rx,prescribing
40052796,363150,"insulin, regular, pork Injectable Solution [Iletin II Regular Pork]",RX,second_line_rx,second_line_rx,prescribing
40052798,379746,"insulin, regular, pork Injectable Solution [Pork Actrapid]",RX,second_line_rx,second_line_rx,prescribing
1513850,237527,"lente insulin, human 100 UNT/ML Injectable Suspension",RX,second_line_rx,second_line_rx,prescribing
1513851,249297,"lente insulin, human 40 UNT/ML Injectable Suspension",RX,second_line_rx,second_line_rx,prescribing
19012269,150664,"lente insulin, human 100 UNT/ML Injectable Suspension [Human Ultratard]",RX,second_line_rx,second_line_rx,prescribing
19012680,150975,"lente insulin, human 100 UNT/ML Injectable Suspension [Human Monotard]",RX,second_line_rx,second_line_rx,prescribing
19078526,311019,"lente insulin, human 100 UNT/ML Injectable Suspension [Humulin L]",RX,second_line_rx,second_line_rx,prescribing
19078527,311020,"lente insulin, human 100 UNT/ML Injectable Suspension [Novolin L]",RX,second_line_rx,second_line_rx,prescribing
40053113,378860,"lente insulin, human Injectable Suspension",RX,second_line_rx,second_line_rx,prescribing
40053114,379758,"lente insulin, human Injectable Suspension [Human Monotard]",RX,second_line_rx,second_line_rx,prescribing
40053115,385901,"lente insulin, human Injectable Suspension [Human Ultratard]",RX,second_line_rx,second_line_rx,prescribing
40053116,365694,"lente insulin, human Injectable Suspension [Humulin L]",RX,second_line_rx,second_line_rx,prescribing
40053117,365669,"lente insulin, human Injectable Suspension [Novolin L]",RX,second_line_rx,second_line_rx,prescribing
19012268,150663,"lente insulin, pork 100 UNT/ML Injectable Suspension [Semitard MC]",RX,second_line_rx,second_line_rx,prescribing
19061547,249031,"lente insulin, pork 40 UNT/ML Injectable Suspension",RX,second_line_rx,second_line_rx,prescribing
19061548,249032,"lente insulin, pork 80 UNT/ML Injectable Suspension",RX,second_line_rx,second_line_rx,prescribing
19078528,311021,"lente insulin, pork 100 UNT/ML Injectable Suspension [Iletin II Lente Pork]",RX,second_line_rx,second_line_rx,prescribing
19082658,317800,"lente insulin, pork 100 UNT/ML Injectable Suspension",RX,second_line_rx,second_line_rx,prescribing
40053128,378950,"lente insulin, pork Injectable Suspension",RX,second_line_rx,second_line_rx,prescribing
40053129,365583,"lente insulin, pork Injectable Suspension [Iletin II Lente Pork]",RX,second_line_rx,second_line_rx,prescribing
40053131,385900,"lente insulin, pork Injectable Suspension [Semitard MC]",RX,second_line_rx,second_line_rx,prescribing
43525383,1371204,"lente insulin, pork Injectable Suspension [Vetsulin]",RX,second_line_rx,second_line_rx,prescribing
43525653,1371205,"lente insulin, pork 40 UNT/ML Injectable Suspension [Vetsulin]",RX,second_line_rx,second_line_rx,prescribing
36249790,1796088,linagliptin / metformin Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
36249791,1796089,24 HR linagliptin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
36249792,1796090,linagliptin / metformin Extended Release Oral Tablet [Jentadueto],RX,second_line_rx,second_line_rx,prescribing
36249793,1796091,24 HR linagliptin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Jentadueto],RX,second_line_rx,second_line_rx,prescribing
36249794,1796092,linagliptin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
36249795,1796093,linagliptin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Jentadueto],RX,second_line_rx,second_line_rx,prescribing
36249796,1796094,24 HR linagliptin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
36249798,1796096,24 HR linagliptin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Jentadueto],RX,second_line_rx,second_line_rx,prescribing
36249799,1796097,linagliptin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
36249800,1796098,linagliptin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Jentadueto],RX,second_line_rx,second_line_rx,prescribing
42705857,1243018,linagliptin / metformin Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
42705866,1243037,linagliptin / metformin Oral Tablet [Jentadueto],RX,second_line_rx,second_line_rx,prescribing
42708086,1243020,linagliptin 2.5 MG / metformin hydrochloride 1000 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
42708087,1243026,linagliptin 2.5 MG / metformin hydrochloride 1000 MG Oral Tablet [Jentadueto],RX,second_line_rx,second_line_rx,prescribing
42708088,1243027,linagliptin 2.5 MG / metformin hydrochloride 500 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
42708089,1243033,linagliptin 2.5 MG / metformin hydrochloride 500 MG Oral Tablet [Jentadueto],RX,second_line_rx,second_line_rx,prescribing
42708090,1243034,linagliptin 2.5 MG / metformin hydrochloride 850 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
42708091,1243040,linagliptin 2.5 MG / metformin hydrochloride 850 MG Oral Tablet [Jentadueto],RX,second_line_rx,second_line_rx,prescribing
40239218,1100702,linagliptin 5 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40239219,1100706,linagliptin 5 MG Oral Tablet [Tradjenta],RX,second_line_rx,second_line_rx,prescribing
40239221,1100701,linagliptin Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40239222,1100705,linagliptin Oral Tablet [Tradjenta],RX,second_line_rx,second_line_rx,prescribing
40169222,897122,3 ML liraglutide 6 MG/ML Pen Injector,RX,second_line_rx,second_line_rx,prescribing
40169223,897126,3 ML liraglutide 6 MG/ML Pen Injector [Victoza],RX,second_line_rx,second_line_rx,prescribing
42902992,1360105,liraglutide 6 MG/ML Pen Injector,RX,second_line_rx,second_line_rx,prescribing
42903382,1360495,liraglutide 6 MG/ML Pen Injector [Victoza],RX,second_line_rx,second_line_rx,prescribing
45892686,1598268,3 ML liraglutide 6 MG/ML Pen Injector [Saxenda],RX,second_line_rx,second_line_rx,prescribing
45892687,1598269,liraglutide 6 MG/ML Pen Injector [Saxenda],RX,second_line_rx,second_line_rx,prescribing
46234110,1653594,liraglutide Pen Injector,RX,second_line_rx,second_line_rx,prescribing
46234111,1653597,liraglutide Pen Injector [Victoza],RX,second_line_rx,second_line_rx,prescribing
46234112,1653600,liraglutide Pen Injector [Saxenda],RX,second_line_rx,second_line_rx,prescribing
40220770,1803903,{1 (3 ML lixisenatide 0.05 MG/ML Pen Injector [Adlyxin]) / 1 (3 ML lixisenatide 0.1 MG/ML Pen Injector [Adlyxin]) } Pack [Adlyxin Starter Kit],RX,second_line_rx,second_line_rx,prescribing
40220851,1803885,lixisenatide Pen Injector,RX,second_line_rx,second_line_rx,prescribing
40220852,1803886,lixisenatide 0.05 MG/ML Pen Injector,RX,second_line_rx,second_line_rx,prescribing
40220855,1803889,lixisenatide Pen Injector [Adlyxin],RX,second_line_rx,second_line_rx,prescribing
40220857,1803891,lixisenatide 0.05 MG/ML Pen Injector [Adlyxin],RX,second_line_rx,second_line_rx,prescribing
40220858,1803892,3 ML lixisenatide 0.05 MG/ML Pen Injector,RX,second_line_rx,second_line_rx,prescribing
40220859,1803893,3 ML lixisenatide 0.05 MG/ML Pen Injector [Adlyxin],RX,second_line_rx,second_line_rx,prescribing
40220860,1803894,3 ML lixisenatide 0.1 MG/ML Pen Injector,RX,second_line_rx,second_line_rx,prescribing
40220862,1803896,3 ML lixisenatide 0.1 MG/ML Pen Injector [Adlyxin],RX,second_line_rx,second_line_rx,prescribing
40220863,1803897,lixisenatide 0.1 MG/ML Pen Injector,RX,second_line_rx,second_line_rx,prescribing
40220864,1803898,lixisenatide 0.1 MG/ML Pen Injector [Adlyxin],RX,second_line_rx,second_line_rx,prescribing
40221118,1803902,{1 (3 ML lixisenatide 0.05 MG/ML Pen Injector) / 1 (3 ML lixisenatide 0.1 MG/ML Pen Injector) } Pack,RX,second_line_rx,second_line_rx,prescribing
40171448,899989,24 HR metformin hydrochloride 1000 MG / pioglitazone 15 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40171449,899993,24 HR metformin hydrochloride 1000 MG / pioglitazone 15 MG Extended Release Oral Tablet [Actoplus Met],RX,second_line_rx,second_line_rx,prescribing
40171450,899996,24 HR metformin hydrochloride 1000 MG / pioglitazone 30 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40171451,900000,24 HR metformin hydrochloride 1000 MG / pioglitazone 30 MG Extended Release Oral Tablet [Actoplus Met],RX,second_line_rx,second_line_rx,prescribing
40173226,899988,metformin / pioglitazone Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40173227,899992,metformin / pioglitazone Extended Release Oral Tablet [Actoplus Met],RX,second_line_rx,second_line_rx,prescribing
40173234,899994,metformin hydrochloride 1000 MG / pioglitazone 15 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40173235,899995,metformin hydrochloride 1000 MG / pioglitazone 15 MG Extended Release Oral Tablet [Actoplus Met],RX,second_line_rx,second_line_rx,prescribing
40173237,900001,metformin hydrochloride 1000 MG / pioglitazone 30 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40173238,900002,metformin hydrochloride 1000 MG / pioglitazone 30 MG Extended Release Oral Tablet [Actoplus Met],RX,second_line_rx,second_line_rx,prescribing
40126689,577093,metformin / pioglitazone Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40143322,731442,metformin / pioglitazone Oral Tablet [Actoplus Met],RX,second_line_rx,second_line_rx,prescribing
40164904,861783,metformin hydrochloride 500 MG / pioglitazone 15 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40164905,861785,metformin hydrochloride 500 MG / pioglitazone 15 MG Oral Tablet [Actoplus Met],RX,second_line_rx,second_line_rx,prescribing
40164943,861822,metformin hydrochloride 850 MG / pioglitazone 15 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40164944,861824,metformin hydrochloride 850 MG / pioglitazone 15 MG Oral Tablet [Actoplus Met],RX,second_line_rx,second_line_rx,prescribing
40153147,802742,metformin / repaglinide Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40153892,805670,metformin / repaglinide Oral Tablet [PrandiMet],RX,second_line_rx,second_line_rx,prescribing
40164907,861787,metformin hydrochloride 500 MG / repaglinide 1 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40164908,861789,metformin hydrochloride 500 MG / repaglinide 1 MG Oral Tablet [PrandiMet],RX,second_line_rx,second_line_rx,prescribing
40164910,861790,metformin hydrochloride 500 MG / repaglinide 2 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40164911,861792,metformin hydrochloride 500 MG / repaglinide 2 MG Oral Tablet [PrandiMet],RX,second_line_rx,second_line_rx,prescribing
40063306,378729,metformin / rosiglitazone Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40153895,806287,metformin / rosiglitazone Oral Tablet [Avandamet],RX,second_line_rx,second_line_rx,prescribing
40164885,861760,metformin hydrochloride 1000 MG / rosiglitazone 2 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40164886,861762,metformin hydrochloride 1000 MG / rosiglitazone 2 MG Oral Tablet [Avandamet],RX,second_line_rx,second_line_rx,prescribing
40164888,861763,metformin hydrochloride 1000 MG / rosiglitazone 4 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40164889,861765,metformin hydrochloride 1000 MG / rosiglitazone 4 MG Oral Tablet [Avandamet],RX,second_line_rx,second_line_rx,prescribing
40164913,861795,metformin hydrochloride 500 MG / rosiglitazone 1 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40164914,861797,metformin hydrochloride 500 MG / rosiglitazone 1 MG Oral Tablet [Avandamet],RX,second_line_rx,second_line_rx,prescribing
40164916,861806,metformin hydrochloride 500 MG / rosiglitazone 2 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40164917,861808,metformin hydrochloride 500 MG / rosiglitazone 2 MG Oral Tablet [Avandamet],RX,second_line_rx,second_line_rx,prescribing
40164919,861816,metformin hydrochloride 500 MG / rosiglitazone 4 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40164920,861818,metformin hydrochloride 500 MG / rosiglitazone 4 MG Oral Tablet [Avandamet],RX,second_line_rx,second_line_rx,prescribing
40229045,1043563,24 HR metformin hydrochloride 1000 MG / saxagliptin 2.5 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40229046,1043567,24 HR metformin hydrochloride 1000 MG / saxagliptin 2.5 MG Extended Release Oral Tablet [Kombiglyze],RX,second_line_rx,second_line_rx,prescribing
40229047,1043570,24 HR metformin hydrochloride 1000 MG / saxagliptin 5 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40229048,1043574,24 HR metformin hydrochloride 1000 MG / saxagliptin 5 MG Extended Release Oral Tablet [Kombiglyze],RX,second_line_rx,second_line_rx,prescribing
40229049,1043578,24 HR metformin hydrochloride 500 MG / saxagliptin 5 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40229050,1043582,24 HR metformin hydrochloride 500 MG / saxagliptin 5 MG Extended Release Oral Tablet [Kombiglyze],RX,second_line_rx,second_line_rx,prescribing
40231387,1043561,metformin / saxagliptin Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40231388,1043566,metformin / saxagliptin Extended Release Oral Tablet [Kombiglyze],RX,second_line_rx,second_line_rx,prescribing
40231391,1043568,metformin hydrochloride 1000 MG / saxagliptin 2.5 MG Extended Release Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40231392,1043569,metformin hydrochloride 1000 MG / saxagliptin 2.5 MG Extended Release Oral Tablet [Kombiglyze],RX,second_line_rx,second_line_rx,prescribing
